product_id,sku,product_name,brand,category,subcategory,supplier,cost_price,selling_price,discount_percent,profit_margin,weight,length,width,height,warehouse_id,stock_quantity,reorder_level,launch_date,product_status,supplier_rating,return_rate,created_at,updated_at,color,material,warranty_months,is_active,min_order_qty,max_order_qty
PROD-00528,BEA-MAK-CLI-206,Clinique Deluxe Makeup,Clinique,Beauty,Makeup,Summit Suppliers,5.94,14.38,15,0.59,0.08,3.90,4.90,7.80,WH-03,238,55,2025-02-17,Active,3.55,0.03,2025-01-30,2025-04-22,Black,,0,True,1,20
PROD-00529,GRO-PAN-QUA-913,Quaker Deluxe Pantry,Quaker,Groceries,Pantry,Summit Suppliers,11.46,14.13,0,0.19,1.14,10.30,9.50,19.70,WH-07,78,40,2024-10-08,Active,4.38,0.01,2024-10-01,2024-11-04,Blue,Glass Jar,0,True,1,5
PROD-00530,APP-SHI-LEV-119,Levis Pro Shirt,Levis,Apparel,Shirts,Elite Wholesale,23.38,56.31,0,0.58,0.20,32.50,23.60,2.90,WH-09,714,98,2024-09-18,Active,3.95,0.18,2024-09-04,2024-12-12,White,,3,True,1,10
PROD-00531,APP-SHO-ZAR-769,Zara Signature Shoe,,Apparel,Shoes,Global Trade Corp,80.70,178.05,0,0.55,0.91,33.20,19.90,13.30,WH-10,1498,71,2024-07-17,Out of Stock,4.27,0.16,2024-07-09,2024-11-29,Silver,Leather,0,False,1,10
PROD-00532,APP-PAN-ADI-408,Adidas Classic Pant,Adidas,Apparel,Pants,Summit Suppliers,38.63,77.96,0,0.50,0.48,31.50,32.10,2.40,WH-08,274,99,2024-12-12,Out of Stock,3.80,0.15,2024-12-02,2025-04-12,White,Denim,0,False,1,100
PROD-00533,APP-SHI-ZAR-169,Zara Premium Shirt,Zara,Apparel,Shirts,Prime Logistics,9.90,23.43,0,0.58,0.20,34.40,27.20,1.00,WH-04,1365,69,2024-12-10,Active,4.61,0.14,2024-11-20,2025-04-01,Grey,Denim,0,True,1,20
PROD-00534,ELE-LAP-SON-554,Sony Deluxe Laptop,Sony,Electronics,Laptops,Elite Wholesale,692.78,998.85,20,0.31,2.16,35.60,23.90,1.90,WH-05,1256,28,2025-10-23,Active,3.64,0.04,2025-10-08,2026-03-16,Green,Plastic,12,True,1,100
PROD-00535,ELE-PHO-LOG-605,Logitech Smart Phone,Logitech,Electronics,Phones,Summit Suppliers,678.95,949.66,0,0.29,0.23,15.10,7.80,0.80,WH-09,763,60,2024-08-02,Active,3.53,0.05,2024-07-20,2024-11-30,Navy,Plastic,12,True,1,5
PROD-00536,ELE-HEA-APP-792,Apple Eco Headphone,Apple,Electronics,Headphones,Prime Logistics,77.14,95.58,0,0.19,0.24,19.20,17.40,8.40,WH-09,649,60,2025-08-13,Active,3.93,0.05,2025-07-26,2025-09-18,Blue,,24,True,1,100
PROD-00537,ELE-PHO-BOS-368,Bose Pro Phone,Bose,Electronics,Phones,Elite Wholesale,637.14,831.56,20,0.23,0.15,14.20,7.60,0.70,WH-10,829,69,2025-08-17,Out of Stock,4.62,0.04,2025-08-10,2025-10-03,Black,Metal,36,False,1,5
PROD-00538,APP-SHO-NIK-183,Nike Ultra Shoe,Nike,Apparel,Shoes,Summit Suppliers,40.80,86.08,0,0.53,1.18,35.00,23.80,10.70,WH-05,97,35,2024-04-03,Out of Stock,4.45,0.19,2024-03-18,2024-04-11,Green,,,False,1,20
PROD-00539,HOM-APP-CAL-631,Calphalon Deluxe Appliance,,Home & Kitchen,Appliances,Summit Suppliers,174.63,262.06,10,0.33,3.15,52.70,48.00,37.00,WH-02,413,35,2024-06-09,Discontinued,2.77,0.08,2024-05-31,2024-09-29,Blue,Fabric,12,False,1,10
PROD-00540,GRO-BEV-COC-451,Coca-Cola Deluxe Beverage,Coca-Cola,Groceries,Beverages,Global Trade Corp,7.63,9.15,25,0.17,1.64,9.00,9.80,28.70,WH-02,574,37,2025-04-19,Out of Stock,4.56,0.01,2025-04-03,2025-07-16,Blue,Glass Jar,0,False,1,20
PROD-00541,ELE-TV-HP-414,HP Ultra TV,,Electronics,TV,Elite Wholesale,386.08,478.73,0,0.19,11.48,128.40,68.30,11.50,WH-06,1294,37,2024-12-31,Active,4.96,0.05,2024-12-23,2025-04-10,Green,,36,True,1,100
PROD-00542,ELE-HEA-LOG-371,Logitech Premium Headphone,Logitech,Electronics,Headphones,Global Trade Corp,20.91,27.28,0,0.23,0.26,21.30,15.90,7.90,WH-09,751,31,2025-03-09,Active,3.99,0.05,2025-02-18,2025-03-20,Silver,Metal,36,True,1,10
PROD-00543,APP-PAN-LEV-798,Levis Pro Pant,Levis,Apparel,Pants,Elite Wholesale,27.32,65.00,0,0.58,0.44,33.10,25.60,2.80,WH-02,1285,78,2025-05-30,Out of Stock,4.38,0.16,2025-05-19,2025-08-29,White,,3,False,1,100
PROD-00544,BEA-HAI-LOR-325,LOreal Signature Haircare,LOreal,Beauty,Haircare,Global Trade Corp,21.37,47.93,10,0.55,0.77,6.60,5.20,16.60,WH-10,375,92,2024-03-21,Active,4.64,0.04,2024-03-02,2024-04-20,Blue,Natural Oil,0,True,1,100
PROD-00545,BEA-SKI-SEP-987,Sephora Essential Skincare,Sephora,Beauty,Skincare,Prime Logistics,22.21,47.70,10,0.53,0.27,4.20,6.00,14.00,WH-02,803,46,2024-10-23,Active,4.55,0.05,2024-10-05,2024-11-28,Blue,Organic Compounds,0,True,1,20
PROD-00546,HOM-COO-DYS-547,Dyson Premium Cookware,,Home & Kitchen,Cookware,Summit Suppliers,38.21,73.86,,0.48,1.47,30.80,39.70,23.60,WH-10,1158,66,2024-03-28,Active,4.26,0.09,2024-03-14,2024-08-20,Green,Metal,12,True,1,5
PROD-00547,BEA-MAK-MAY-620,Maybelline Signature Makeup,Maybelline,Beauty,Makeup,Elite Wholesale,8.88,21.81,0,0.59,0.04,5.70,3.50,7.10,WH-03,680,64,2025-10-14,Active,4.08,0.03,2025-09-27,2026-01-01,Green,Organic Compounds,0,True,1,100
PROD-00548,APP-JAC-GAP-281,Gap Eco Jacket,Gap,Apparel,Jackets,Summit Suppliers,44.75,99.89,,0.55,1.62,42.20,31.00,5.80,WH-03,1020,70,2025-05-09,Active,3.73,0.22,2025-05-04,2025-09-02,Grey,Wool,0,True,1,5
PROD-00549,BEA-MAK-EST-864,Estee Lauder Eco Makeup,Estee Lauder,Beauty,Makeup,Prime Logistics,8.91,18.31,10,0.51,0.09,6.00,4.70,7.20,WH-03,106,90,2025-08-30,Active,3.52,0.04,2025-08-13,2025-10-29,Grey,Natural Oil,,True,1,100
PROD-00550,HOM-FUR-WAY-442,Wayfair Signature Furniture,,Home & Kitchen,Furniture,Apex Distributors,208.81,342.50,0,0.39,16.58,164.70,51.20,91.00,WH-10,838,76,2025-01-01,Active,4.14,0.08,2024-12-20,2025-01-12,Black,Metal,12,True,1,5
PROD-00551,ELE-HEA-DEL-344,Dell Eco Headphone,Dell,Electronics,Headphones,Elite Wholesale,133.53,184.83,0,0.28,0.14,20.10,17.60,6.80,WH-10,1198,78,2024-01-10,Active,4.38,0.07,2023-12-24,2024-01-29,Silver,Metal,36,True,1,20
PROD-00552,APP-JAC-ADI-403,Adidas Pro Jacket,Adidas,Apparel,Jackets,Elite Wholesale,45.27,98.86,0,0.54,1.45,42.90,29.90,5.10,WH-05,566,89,2024-06-02,Active,4.54,0.18,2024-05-19,2024-10-06,Black,Wool,0,True,1,20
PROD-00553,BEA-HAI-OLA-655,Olay Signature Haircare,Olay,Beauty,Haircare,Elite Wholesale,20.75,62.10,20,0.67,0.22,9.60,6.20,19.90,WH-05,1379,75,2024-05-15,Active,4.16,0.03,2024-05-01,2024-09-20,Pink,,0,True,1,100
PROD-00554,APP-SHO-UND-441,Under Armour Signature Shoe,Under Armour,Apparel,Shoes,Apex Distributors,97.03,222.93,0,0.56,0.64,29.60,18.10,14.00,WH-10,771,52,2024-04-23,Active,3.64,0.20,2024-04-10,2024-05-31,Blue,Cotton,0,True,1,20
PROD-00555,GRO-BEV-COC-619,Coca-Cola Premium Beverage,,Groceries,Beverages,Global Trade Corp,6.47,7.59,15,0.15,2.21,9.10,8.80,16.90,WH-06,154,90,2025-04-07,Out of Stock,3.88,0.01,2025-03-22,2025-06-12,Black,Tin Can,0,False,1,5
PROD-00556,APP-SHO-H&M-274,H&M Ultra Shoe,,Apparel,Shoes,Elite Wholesale,31.96,58.89,0,0.46,1.10,34.60,19.80,10.20,WH-03,495,91,2024-04-13,Active,4.67,0.12,2024-04-01,2024-04-20,Black,Cotton,0,True,1,100
PROD-00557,ELE-TV-DEL-740,Dell Eco TV,Dell,Electronics,TV,Global Trade Corp,611.74,810.20,15,0.24,11.83,94.00,80.30,10.40,WH-10,366,62,2025-12-01,Active,4.30,0.04,2025-11-22,2026-04-23,Silver,Plastic,36,True,1,10
PROD-00558,ELE-TV-SAM-794,Samsung Premium TV,Samsung,Electronics,TV,Prime Logistics,530.68,721.18,10,0.26,17.72,98.70,69.00,10.80,WH-02,1340,100,2024-09-26,Active,4.44,0.05,2024-09-11,2024-12-25,Black,Metal,24,True,1,100
PROD-00559,HOM-APP-KEU-626,Keurig Signature Appliance,Keurig,Home & Kitchen,Appliances,Summit Suppliers,122.53,199.19,0,0.38,4.53,43.40,33.10,74.00,WH-09,160,85,2024-08-04,Active,4.82,0.09,2024-07-19,2024-12-27,,Fabric,12,True,1,100
PROD-00560,HOM-BED-WAY-564,Wayfair Premium Bedding,Wayfair,Home & Kitchen,Bedding,Apex Distributors,58.03,108.14,0,0.46,2.13,43.90,44.60,7.40,WH-10,1120,83,2024-05-21,Active,3.60,0.07,2024-05-04,2024-09-12,Navy,Glass,12,True,1,5
PROD-00561,ELE-LAP-LOG-969,Logitech Pro Laptop,Logitech,Electronics,Laptops,Global Trade Corp,710.05,883.92,,0.20,2.28,37.50,22.00,1.90,WH-02,701,42,2025-05-22,Active,4.42,0.06,2025-05-10,2025-08-02,Red,Metal,12,True,1,20
PROD-00562,APP-PAN-ADI-248,Adidas Ultra Pant,Adidas,Apparel,Pants,Summit Suppliers,43.46,89.40,0,0.51,0.59,31.10,29.50,2.40,WH-05,1088,28,2024-11-27,Active,4.82,0.12,2024-11-17,2025-01-07,Black,Polyester,3,True,1,10
PROD-00563,GRO-SNA-PEP-219,PepsiCo Smart Snack,PepsiCo,Groceries,Snacks,Elite Wholesale,3.96,4.91,0,0.19,0.24,19.70,13.40,16.40,WH-08,1404,98,2025-09-08,Active,3.56,0.01,2025-08-29,2025-11-02,Grey,Paper Pack,0,True,1,20
PROD-00564,ELE-PHO-SON-897,Sony Signature Phone,Sony,Electronics,Phones,Summit Suppliers,526.99,673.36,5,0.22,0.23,15.50,7.80,0.80,WH-02,1173,27,2025-05-30,Active,3.60,0.05,2025-05-15,2025-10-17,Silver,Metal,,True,1,10
PROD-00565,HOM-BED-CUI-998,Cuisinart Ultra Bedding,Cuisinart,Home & Kitchen,Bedding,Global Trade Corp,24.78,43.23,,0.43,2.92,44.60,37.70,7.70,WH-03,635,87,2024-02-17,Active,4.59,0.06,2024-02-04,2024-07-10,Navy,Fabric,24,True,1,20
PROD-00566,BEA-FRA-OLA-355,Olay Essential Fragrance,Olay,Beauty,Fragrance,Prime Logistics,36.67,105.69,0,0.65,0.24,6.60,6.00,14.60,WH-04,285,64,2024-01-09,Out of Stock,4.23,0.05,2024-01-04,2024-04-11,Blue,Organic Compounds,0,False,1,5
PROD-00567,ELE-LAP-HP-992,HP Smart Laptop,HP,Electronics,Laptops,Elite Wholesale,1049.38,1469.20,25,0.29,1.30,36.50,23.00,2.40,WH-01,767,31,2024-03-08,Active,4.49,0.05,2024-02-24,2024-07-25,Black,Metal,36,True,1,5
PROD-00568,HOM-COO-DYS-261,Dyson Smart Cookware,Dyson,Home & Kitchen,Cookware,Summit Suppliers,29.11,48.36,10,0.40,2.75,35.30,35.10,24.50,WH-03,1133,81,2024-09-12,Active,4.48,0.08,2024-09-02,2024-10-23,Pink,Metal,0,True,1,20
PROD-00569,GRO-BEV-NES-909,Nestle Classic Beverage,Nestle,Groceries,Beverages,Prime Logistics,1.56,1.94,20,0.20,1.79,9.90,9.10,16.90,WH-05,1430,100,2024-08-08,Out of Stock,4.36,0.01,2024-07-26,2024-09-22,Black,Tin Can,0,False,1,20
PROD-00570,BEA-FRA-MAY-825,Maybelline Essential Fragrance,Maybelline,Beauty,Fragrance,Prime Logistics,46.42,119.23,0,0.61,0.33,12.00,9.70,13.90,WH-01,1013,87,2025-04-12,Active,4.04,0.02,2025-03-26,2025-09-04,,Natural Oil,0,True,1,20
PROD-00571,GRO-ORG-COC-874,Coca-Cola Ultra Organic,Coca-Cola,Groceries,Organic,Prime Logistics,17.42,21.07,20,0.17,0.62,10.10,9.80,17.20,WH-04,855,54,2024-12-25,Active,3.58,0.01,2024-12-16,2025-03-20,Grey,Paper Pack,0,True,1,5
PROD-00572,ELE-TV-SAM-412,Samsung Premium TV,Samsung,Electronics,TV,Apex Distributors,572.10,796.71,0,0.28,11.49,91.20,76.40,12.00,WH-01,1057,40,2025-09-20,Active,4.10,0.04,2025-08-31,2026-02-07,Green,Plastic,24,True,1,20
PROD-00573,GRO-PAN-GEN-589,General Mills Premium Pantry,General Mills,Groceries,Pantry,Global Trade Corp,11.49,13.58,0,0.15,1.38,12.00,10.80,14.10,WH-09,883,47,2025-10-23,Active,3.77,0.02,2025-10-10,2025-11-13,Navy,Tin Can,,True,1,20
PROD-00574,APP-SHI-H&M-861,H&M Smart Shirt,H&M,Apparel,Shirts,Elite Wholesale,18.54,41.12,0,0.55,0.22,35.00,26.50,1.60,WH-08,1392,66,2025-05-25,Out of Stock,3.64,0.16,2025-05-16,2025-07-10,,Cotton,0,False,1,100
PROD-00575,HOM-BED-KIT-192,KitchenAid Ultra Bedding,KitchenAid,Home & Kitchen,Bedding,Apex Distributors,29.33,51.18,0,0.43,1.84,33.90,41.80,12.20,WH-10,650,23,2024-10-25,Active,3.81,0.08,2024-10-11,2025-01-08,,Fabric,,True,1,20
PROD-00576,APP-SHI-GAP-356,Gap Premium Shirt,,Apparel,Shirts,Global Trade Corp,13.25,31.97,0,0.59,0.15,32.50,26.50,2.50,WH-10,706,79,2025-09-22,Active,4.52,0.13,2025-09-15,2026-01-24,Green,Cotton,3,True,1,5
PROD-00577,GRO-SNA-COC-200,Coca-Cola Deluxe Snack,Coca-Cola,Groceries,Snacks,Apex Distributors,5.30,6.17,,0.14,0.27,16.20,9.60,24.30,WH-10,796,50,2024-06-22,Active,4.93,0.01,2024-06-03,2024-08-29,Silver,Paper Pack,0,True,1,100
PROD-00578,ELE-LAP-DEL-236,Dell Premium Laptop,Dell,Electronics,Laptops,Summit Suppliers,449.05,565.64,0,0.21,2.01,36.60,24.30,1.70,WH-02,1140,36,2024-10-31,Active,3.96,0.05,2024-10-26,2024-12-02,Grey,Metal,36,True,1,100
PROD-00579,APP-SHI-GAP-290,Gap Ultra Shirt,Gap,Apparel,Shirts,Global Trade Corp,13.68,28.61,0,0.52,0.24,27.20,23.80,2.20,WH-01,931,67,2025-09-24,Active,4.19,0.14,2025-09-14,2025-09-25,Black,Polyester,3,True,1,5
PROD-00580,GRO-BEV-KEL-402,Kelloggs Signature Beverage,Kelloggs,Groceries,Beverages,Global Trade Corp,6.78,8.73,10,0.22,1.75,11.50,7.00,23.30,WH-06,867,43,2025-04-26,Active,4.82,0.02,2025-04-19,2025-09-19,Green,Paper Pack,0,True,1,5
PROD-00581,APP-SHI-PUM-291,Puma Essential Shirt,Puma,Apparel,Shirts,Apex Distributors,13.94,25.58,5,0.46,0.19,33.00,26.00,1.40,WH-03,338,79,2025-06-01,Active,4.69,0.18,2025-05-18,2025-07-02,White,Cotton,0,True,1,20
PROD-00582,ELE-HEA-DEL-775,Dell Classic Headphone,Dell,Electronics,Headphones,Summit Suppliers,92.00,122.50,0,0.25,0.10,21.80,16.30,7.90,WH-04,1122,79,2024-05-01,Active,4.89,0.04,2024-04-21,2024-05-06,Blue,Metal,,True,1,5
PROD-00583,HOM-COO-IKE-840,Ikea Essential Cookware,Ikea,Home & Kitchen,Cookware,Elite Wholesale,18.97,34.45,0,0.45,1.80,37.50,36.10,18.60,WH-01,1313,92,2024-05-29,Active,4.46,0.07,2024-05-17,2024-09-25,Blue,Metal,12,True,1,10
PROD-00584,GRO-BEV-PEP-373,PepsiCo Pro Beverage,,Groceries,Beverages,Global Trade Corp,6.45,8.10,10,0.20,0.57,9.50,7.20,27.10,WH-09,218,88,2025-12-01,Active,4.88,0.02,2025-11-25,2026-03-09,Black,Glass Jar,,True,1,20
PROD-00585,ELE-HEA-LOG-291,Logitech Eco Headphone,Logitech,Electronics,Headphones,Prime Logistics,149.97,204.08,0,0.27,0.23,21.00,15.10,6.50,WH-01,611,30,2024-12-20,Active,4.82,0.04,2024-12-15,2025-02-15,Green,Plastic,36,True,1,100
PROD-00586,GRO-ORG-NES-974,Nestle Essential Organic,Nestle,Groceries,Organic,Global Trade Corp,13.54,16.32,20,0.17,0.55,12.40,15.50,20.00,WH-02,540,37,2025-04-06,Active,4.12,0.02,2025-03-23,2025-06-02,Silver,Paper Pack,0,True,1,10
PROD-00587,HOM-FUR-KEU-538,Keurig Classic Furniture,,Home & Kitchen,Furniture,Elite Wholesale,135.01,228.25,0,0.41,31.32,104.30,81.20,73.70,WH-01,1352,54,2025-06-15,Active,4.37,0.09,2025-05-27,2025-07-08,Navy,Ceramic,24,True,1,10
PROD-00588,HOM-BED-CUI-177,Cuisinart Smart Bedding,Cuisinart,Home & Kitchen,Bedding,Apex Distributors,44.05,84.61,5,0.48,1.25,37.90,32.60,11.50,WH-08,1266,92,2025-04-10,Active,3.85,0.08,2025-04-02,2025-05-22,Pink,,12,True,1,10
PROD-00589,APP-SHI-H&M-991,H&M Smart Shirt,H&M,Apparel,Shirts,Apex Distributors,17.51,39.32,0,0.55,0.17,30.00,29.80,1.40,WH-07,244,38,2024-09-28,Active,3.71,0.17,2024-09-14,2025-02-25,Pink,Denim,3,True,1,10
PROD-00590,ELE-PHO-SAM-868,Samsung Signature Phone,Samsung,Electronics,Phones,Elite Wholesale,419.24,543.46,0,0.23,0.19,15.00,7.90,0.80,WH-07,679,30,2025-04-18,Active,4.24,0.04,2025-04-11,2025-07-26,Pink,Metal,24,True,1,5
PROD-00591,HOM-FUR-CAL-843,Calphalon Eco Furniture,Calphalon,Home & Kitchen,Furniture,Global Trade Corp,357.60,543.73,0,0.34,33.91,75.60,82.30,89.70,WH-09,561,57,2024-01-28,Discontinued,2.62,0.05,2024-01-17,2024-06-07,Red,Fabric,,False,1,5
PROD-00592,APP-PAN-GAP-301,Gap Signature Pant,Gap,Apparel,Pants,Elite Wholesale,18.16,43.81,15,0.59,0.42,37.00,34.00,2.10,WH-10,377,35,2025-05-03,Active,4.51,0.21,2025-04-21,2025-09-16,Silver,Cotton,0,True,1,100
PROD-00593,GRO-SNA-KRA-171,Kraft Pro Snack,,Groceries,Snacks,Elite Wholesale,3.66,4.65,0,0.21,0.21,10.60,9.00,24.60,WH-08,928,65,2024-05-16,Active,3.55,0.01,2024-05-06,2024-07-14,Black,,0,True,1,5
PROD-00594,GRO-SNA-HEI-858,Heinz Eco Snack,Heinz,Groceries,Snacks,Prime Logistics,2.55,3.04,5,0.16,0.14,17.20,12.30,21.70,WH-03,577,97,2024-08-01,Active,3.51,0.01,2024-07-14,2024-11-07,Silver,Tin Can,,True,1,5
PROD-00595,GRO-SNA-HEI-668,Heinz Signature Snack,Heinz,Groceries,Snacks,Summit Suppliers,1.09,1.32,0,0.17,0.40,18.10,9.10,23.10,WH-07,810,72,2024-10-11,Active,4.16,0.01,2024-10-06,2025-02-02,Red,Tin Can,0,True,1,100
PROD-00596,ELE-HEA-SAM-166,Samsung Pro Headphone,Samsung,Electronics,Headphones,Global Trade Corp,147.49,205.08,0,0.28,0.17,19.00,14.50,8.20,WH-07,496,24,2024-05-20,Active,4.16,0.04,2024-05-09,2024-08-01,,Metal,24,True,1,10
PROD-00597,HOM-BED-DYS-834,Dyson Smart Bedding,Dyson,Home & Kitchen,Bedding,Global Trade Corp,78.64,120.84,0,0.35,1.04,41.00,38.50,13.50,WH-08,379,29,2025-06-18,Active,4.99,0.05,2025-06-04,2025-10-10,Beige,,0,True,1,10
PROD-00598,ELE-LAP-APP-770,Apple Premium Laptop,Apple,Electronics,Laptops,Apex Distributors,1150.66,1509.72,0,0.24,1.94,34.70,25.40,1.60,WH-07,987,56,2025-07-21,Active,4.01,0.04,2025-07-02,2025-08-10,Silver,Plastic,36,True,1,20
PROD-00599,ELE-LAP-BOS-153,Bose Classic Laptop,Bose,Electronics,Laptops,Summit Suppliers,788.09,977.98,0,0.19,1.67,35.20,22.50,1.60,WH-08,1308,81,2024-09-09,Active,3.99,0.04,2024-08-31,2024-10-27,Navy,Plastic,24,True,1,100
PROD-00600,HOM-APP-SHA-673,Shark Signature Appliance,Shark,Home & Kitchen,Appliances,Apex Distributors,121.33,228.06,10,0.47,15.33,46.00,36.20,50.40,WH-07,415,66,2024-10-22,Active,3.51,0.09,2024-10-02,2024-12-05,Beige,,0,True,1,20
PROD-00601,HOM-FUR-SHA-913,Shark Essential Furniture,Shark,Home & Kitchen,Furniture,Elite Wholesale,180.36,356.12,0,0.49,36.58,98.80,86.80,96.20,WH-08,1104,60,2024-05-21,Active,3.53,0.08,2024-05-14,2024-07-15,Silver,Wood,12,True,1,20
PROD-00602,HOM-FUR-CAL-284,Calphalon Ultra Furniture,Calphalon,Home & Kitchen,Furniture,Elite Wholesale,182.48,286.92,0,0.36,9.39,149.50,70.10,61.40,WH-02,46,83,2024-01-22,Active,4.98,0.09,2024-01-10,2024-02-16,Blue,Fabric,24,True,1,20
PROD-00603,HOM-FUR-WAY-719,Wayfair Pro Furniture,Wayfair,Home & Kitchen,Furniture,Summit Suppliers,91.57,149.38,20,0.39,39.98,122.10,60.60,53.10,WH-09,411,40,2025-11-04,Active,4.08,0.07,2025-10-17,2026-01-13,Beige,Wood,0,True,1,20
PROD-00604,GRO-SNA-NES-680,Nestle Ultra Snack,Nestle,Groceries,Snacks,Prime Logistics,4.81,5.94,,0.19,0.39,11.50,13.90,22.90,WH-02,374,61,2025-05-11,Active,4.83,0.01,2025-04-25,2025-07-04,Pink,,0,True,1,20
PROD-00605,APP-JAC-NIK-632,Nike Deluxe Jacket,Nike,Apparel,Jackets,Summit Suppliers,51.15,116.24,,0.56,1.76,41.70,29.10,4.00,WH-04,385,59,2025-01-26,Active,4.04,0.12,2025-01-08,2025-03-17,White,Denim,0,True,1,100
PROD-00606,ELE-PHO-LOG-395,Logitech Smart Phone,Logitech,Electronics,Phones,Prime Logistics,533.34,740.94,30,0.28,0.23,15.90,7.70,1.00,WH-05,87,39,2024-01-16,Active,4.68,0.06,2024-01-03,2024-04-19,Green,Metal,12,True,1,10
PROD-00607,ELE-HEA-SON-835,Sony Smart Headphone,Sony,Electronics,Headphones,Summit Suppliers,29.70,35.67,0,0.17,0.23,19.60,16.50,6.30,WH-07,696,84,2025-06-18,Active,3.77,0.05,2025-06-02,2025-10-10,Red,Plastic,24,True,1,5
PROD-00608,APP-SHI-ADI-807,Adidas Classic Shirt,Adidas,Apparel,Shirts,Summit Suppliers,17.99,39.21,5,0.54,0.23,30.80,21.90,2.90,WH-05,968,50,2024-07-03,Discontinued,2.57,0.14,2024-06-13,2024-08-23,Grey,Wool,0,False,1,5
PROD-00609,APP-JAC-ADI-372,Adidas Smart Jacket,Adidas,Apparel,Jackets,Prime Logistics,72.54,151.37,0,0.52,1.24,44.90,35.00,3.10,WH-01,367,39,2024-04-03,Active,4.76,0.19,2024-03-20,2024-06-06,,Wool,3,True,1,100
PROD-00610,APP-PAN-UND-914,Under Armour Classic Pant,Under Armour,Apparel,Pants,Elite Wholesale,16.87,31.72,0,0.47,0.34,32.80,30.30,2.50,WH-05,693,93,2024-11-23,Active,4.99,0.14,2024-11-12,2025-03-28,Beige,Polyester,3,True,1,100
PROD-00611,GRO-PAN-KEL-905,Kelloggs Signature Pantry,Kelloggs,Groceries,Pantry,Apex Distributors,5.09,6.55,0,0.22,1.04,10.10,9.10,14.80,WH-05,334,36,2024-11-20,Active,3.57,0.01,2024-11-07,2025-02-18,Blue,Glass Jar,0,True,1,5
PROD-00612,ELE-HEA-LOG-134,Logitech Ultra Headphone,Logitech,Electronics,Headphones,Global Trade Corp,85.26,110.24,5,0.23,0.34,20.50,16.10,7.60,WH-08,608,57,2025-06-26,Active,3.81,0.07,2025-06-16,2025-07-12,Blue,,12,True,1,5
PROD-00613,ELE-TV-LOG-742,Logitech Smart TV,Logitech,Electronics,TV,Global Trade Corp,577.48,716.23,0,0.19,23.14,96.60,82.20,10.30,WH-07,673,91,2025-01-12,Active,4.81,0.06,2024-12-26,2025-03-16,Beige,Metal,24,True,1,100
PROD-00614,HOM-FUR-DYS-387,Dyson Classic Furniture,Dyson,Home & Kitchen,Furniture,Elite Wholesale,251.83,464.63,0,0.46,19.00,116.50,62.50,75.50,WH-06,1361,64,2024-08-13,Active,4.29,0.09,2024-08-06,2024-09-06,,Glass,,True,1,5
PROD-00615,HOM-APP-IKE-994,Ikea Eco Appliance,Ikea,Home & Kitchen,Appliances,Prime Logistics,348.94,533.07,0,0.35,14.74,55.20,41.30,44.90,WH-04,973,24,2025-10-15,Active,3.53,0.09,2025-10-02,2025-11-22,Pink,Fabric,0,True,1,20
PROD-00616,BEA-FRA-LOR-488,LOreal Eco Fragrance,LOreal,Beauty,Fragrance,Prime Logistics,67.60,172.92,0,0.61,0.35,6.20,10.70,13.80,WH-10,1145,65,2024-05-06,Active,4.23,0.04,2024-04-24,2024-09-20,Silver,,0,True,1,100
PROD-00617,ELE-LAP-BOS-391,Bose Deluxe Laptop,Bose,Electronics,Laptops,Elite Wholesale,812.76,1128.54,,0.28,2.01,32.30,25.10,2.20,WH-01,1396,96,2025-09-04,Active,4.49,0.06,2025-08-22,2025-12-17,Navy,Metal,36,True,1,20
PROD-00618,ELE-LAP-SAM-431,Samsung Signature Laptop,,Electronics,Laptops,Elite Wholesale,818.63,1151.94,0,0.29,1.72,34.30,20.40,1.80,WH-07,703,72,2025-06-07,Active,4.64,0.05,2025-05-27,2025-08-24,Navy,Metal,,True,1,5
PROD-00619,GRO-BEV-GEN-151,General Mills Essential Beverage,General Mills,Groceries,Beverages,Elite Wholesale,1.68,2.04,20,0.18,1.47,7.20,11.60,21.00,WH-04,1051,43,2025-05-05,Active,4.93,0.02,2025-04-21,2025-08-23,Beige,Glass Jar,0,True,1,20
PROD-00620,HOM-BED-DYS-600,Dyson Deluxe Bedding,Dyson,Home & Kitchen,Bedding,Summit Suppliers,54.00,105.50,0,0.49,1.85,30.20,38.20,12.40,WH-08,838,100,2025-06-20,Out of Stock,3.63,0.07,2025-06-13,2025-07-09,Navy,Ceramic,24,False,1,5
PROD-00621,HOM-COO-WAY-716,Wayfair Smart Cookware,Wayfair,Home & Kitchen,Cookware,Summit Suppliers,65.08,128.33,0,0.49,3.02,26.40,25.90,21.20,WH-10,1397,38,2024-07-07,Active,3.77,0.09,2024-07-01,2024-11-26,Blue,Ceramic,0,True,1,5
PROD-00622,APP-SHO-LEV-337,Levis Ultra Shoe,Levis,Apparel,Shoes,Apex Distributors,27.88,63.07,25,0.56,0.81,30.90,18.10,12.70,WH-05,1258,95,2024-08-11,Out of Stock,3.60,0.22,2024-07-24,2024-11-17,Red,Wool,,False,1,100
PROD-00623,ELE-TV-LOG-315,Logitech Eco TV,,Electronics,TV,Prime Logistics,555.46,742.54,0,0.25,29.76,143.50,55.40,9.10,WH-01,193,62,2024-02-29,Out of Stock,3.67,0.03,2024-02-22,2024-07-07,Navy,Plastic,12,False,1,10
